q,bm25,tfidf,lsi_50,lsi_100,lsi_150,lsi_200,lsi_250,lsi_300,lsi_350,lsi_400,lda_50,lda_100,lda_150,lda_200,lda_250,lda_300,lda_350,lda_400
q18,0.6309297535714575,0.31546487678572877,0.0,0.2559580248098155,0.38685280723454163,0.38685280723454163,0.38685280723454163,0.38685280723454163,0.38685280723454163,0.38685280723454163,0.0,0.0,0.3562071871080222,0.38685280723454163,0.0,0.38685280723454163,0.31546487678572877,0.43067655807339306
q19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q2,0.5166533697433733,0.5433778933381117,0.48263544540587633,0.5771206741506046,0.5676728536509539,0.5715808318067287,0.568257550423778,0.5580014709129746,0.5668578661954903,0.5663830226739525,0.27887340965618346,0.22779612476990455,0.34410340095892256,0.21593057377113792,0.24939452795567119,0.32241287559147647,0.27358856523418185,0.2659448086355173
q20,0.8236665557383464,0.7117970355026634,0.83789419996053,0.8312833670874091,0.828536217748988,0.8248004468855288,0.7285099238530217,0.7296004359631975,0.7958692839560796,0.7281562210395494,0.6158666673557435,0.8409950521124234,0.8850293950242782,0.7071676894374683,0.83789419996053,0.8395508371887753,0.8409950521124234,0.6058152072904175
q21,0.7347286602238267,0.7923767570798373,0.8130387703023497,0.8500338012450456,0.8551615254950441,0.82123199127865,0.8407468456979843,0.8428370686233233,0.849013863864221,0.8084203549595844,0.5749057466142358,0.5098945905718066,0.4963227229266298,0.5009449476072269,0.4819874125822058,0.4998836843286755,0.49727697152390277,0.5223254922197987
q22,0.5493001888483638,0.554284329851876,0.4984035810183099,0.5675292158225655,0.5587599092228692,0.5433778933381117,0.5463358820094458,0.5424551178564746,0.5441903986072015,0.5476232308000736,0.27887340965618346,0.22779612476990455,0.3465039547528616,0.24508445019351602,0.24939452795567119,0.340858125079531,0.27358856523418185,0.2659448086355173
q23,0.631286812285068,0.664736227433909,0.5658724027465466,0.5820677723937859,0.6161996465484919,0.6122588959579066,0.6596966030708191,0.6596966030708191,0.6673276271560551,0.6651173865428995,0.5995317957895239,0.6551790189555092,0.46742870995714325,0.5892847048881641,0.5805146934260769,0.4145166332013684,0.4931893234888357,0.44912823799180035
q24,1.0,1.0,0.8154648767857288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7153382790366966,1.0,0.8154648767857288,1.0,1.0,0.8154648767857288,1.0,1.0
q25,0.35270472299445343,0.35270472299445343,0.41973515634518443,0.40045816722344474,0.3901000560487027,0.3901000560487027,0.3848541901083925,0.3855027867098053,0.40456654561820965,0.391457004143537,0.41973515634518443,0.41973515634518443,0.41973515634518443,0.41973515634518443,0.35270472299445343,0.31587517763191525,0.3848541901083925,0.41973515634518443
q26,0.77718309137545,0.7424121740974345,0.9097737585282613,0.8882054521199406,0.8520680490950857,0.8166930219280366,0.8166930219280366,0.8202738749454875,0.8208984738465455,0.8198738251172732,0.8258025736771687,0.8767797876708722,0.6940613618676413,0.9177032696313764,0.8852191030840748,0.8396607096619909,0.8921394335458778,0.9253604495492254
q27,0.0,0.5508231047523733,0.5508231047523733,0.6182026903468295,0.6182026903468295,0.6231598209278505,0.6156574390258704,0.6168702284490647,0.6196759928464199,0.6168702284490647,0.6489266791213485,0.2327914447040898,0.6156574390258704,0.6196759928464199,0.6168702284490647,0.27541155237618664,0.23176055766182135,0.6213169017083872
q28,0.6309297535714575,0.2559580248098155,0.0,0.2559580248098155,0.43067655807339306,0.43067655807339306,0.43067655807339306,0.43067655807339306,0.43067655807339306,0.43067655807339306,0.0,0.0,0.3333333333333333,0.43067655807339306,0.38685280723454163,0.5,0.43067655807339306,0.5
q29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q3,0.5816536808029282,0.6511322575088158,0.5854312958789231,0.5767139696907073,0.6107788630764116,0.6107788630764116,0.6107788630764116,0.6619068436839747,0.6596966030708191,0.5870744642750085,0.5995317957895239,0.6389836493082699,0.5017026959746486,0.48477307750986864,0.5647211797602725,0.3455983884172947,0.3785831935340603,0.42957143414746274
q4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7153382790366966,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q5,0.41973515634518443,0.41973515634518443,0.41973515634518443,0.41973515634518443,0.41973515634518443,0.41973515634518443,0.41973515634518443,0.41973515634518443,0.41973515634518443,0.41973515634518443,0.41973515634518443,0.41973515634518443,0.41973515634518443,0.41973515634518443,0.41973515634518443,0.16621033381540104,0.18592268932521824,0.41973515634518443
q6,0.8790631679084923,0.9130280858428358,0.9279217021767059,0.9000029537340265,0.9038245851004477,0.9077837395767944,0.9077837395767944,0.9389336315603553,0.9421873847461644,0.9415995584734802,0.8258025736771687,0.8767797876708722,0.7807100116219162,0.9326345105562617,0.8863420461759552,0.9429198902978153,0.8884891068492942,0.9265708233019475
q7,0.6885288809404666,0.7245884476238134,0.31683839141561443,0.6573668369339241,0.6573668369339241,0.6573668369339241,0.6573668369339241,0.6573668369339241,0.6573668369339241,0.6573668369339241,0.6885288809404666,0.2121324858101971,0.6252498143744771,0.6276472144385372,0.5508231047523733,0.8262346571285599,0.44563426011185514,0.6196759928464199
q8,1.0,0.43067655807339306,0.0,0.38685280723454163,0.43067655807339306,0.43067655807339306,0.43067655807339306,0.43067655807339306,0.43067655807339306,0.43067655807339306,0.0,0.0,0.3562071871080222,0.2890648263178879,0.3562071871080222,0.5,0.31546487678572877,0.5
q9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
