q,bm25,tfidf,lsi_50,lsi_100,lsi_150,lsi_200,lsi_250,lsi_300,lsi_350,lsi_400,lda_50,lda_100,lda_150,lda_200,lda_250,lda_300,lda_350,lda_400
q0,0.6678028427366061,0.6476070510078299,0.5423994157718348,0.45801134787957626,0.5008762527776172,0.1714737825615405,0.17904506975615248,0.1627726783227783,0.15791955166299396,0.16529160079827457,0.18464334166295104,0.21982059473531826,0.1846585645417522,0.48449089901603565,0.42153567245896617,0.40159442153029107,0.3249266521492341,0.4466685565379982
q1,0.925279347010806,0.8523971726985959,0.8867869005295375,0.887898871110215,0.8885835931182526,0.03570424856038615,0.03570424856038615,0.0,0.0,0.0,0.922187139213317,0.9069237335685971,0.9036193167236841,0.13870301847945993,0.03013196242175274,0.0,0.0,0.01729502463962734
q10,0.6576837923994048,0.5513627612920587,0.6129080111454441,0.5875241521946998,0.5199361410348265,0.31652825093829356,0.49937338591157904,0.34313773908266093,0.33602777617339963,0.3419138212947635,0.5229008822923454,0.5250183638646865,0.5578919904823832,0.3901173506523662,0.3957955472912792,0.42021190945223885,0.35758943877778615,0.3930548756621489
q11,0.9380030538746488,0.8733578358518077,0.9174759625918559,0.9175149103860253,0.9181996323940629,0.0,0.0,0.0,0.0,0.0,0.922187139213317,0.9069237335685971,0.9036193167236841,0.09713910187556778,0.06399919610270584,0.0,0.0,0.0
q12,0.9092073530290004,0.8691416606848399,0.8621991363006366,0.8935445322170587,0.8944447046445954,0.6567399734818065,0.6390252055492297,0.6055070400568175,0.6184705115421768,0.6396518556024497,0.9241911149709316,0.9443751965506694,0.8971686853695351,0.5861019899441109,0.4990152994481198,0.6636908277249451,0.6220684023274401,0.5780156866002129
q13,0.5327159565602694,0.6226180409550428,0.5217007861077009,0.5217007861077009,0.5217007861077009,0.5562576720710055,0.5562576720710055,0.4428138721654959,0.37790297668213413,0.5327159565602694,0.3682645077508516,0.38580767575792296,0.41950574397533524,0.1542752161981092,0.2996736146492448,0.19157520883390933,0.17668502112166648,0.1753205557199646
q14,0.41871736957975264,0.26913296039684637,0.46086598629066133,0.3370152708535873,0.3370152708535873,0.25039877832251206,0.2568608767286899,0.2764454604196286,0.26998336201345075,0.2567936515365548,0.29823946023971504,0.497854985180372,0.4184562294273956,0.21939655948738773,0.21223566242530678,0.19397429457528378,0.23551469963442997,0.39482077623945316
q15,0.7422329748991158,0.6299006437187962,0.792949770861511,0.7753926834409677,0.7753926834409677,0.15673372916188447,0.2618022214016215,0.16066098442405868,0.1862521280390903,0.3634033513413009,0.18416011984545438,0.7753926834409677,0.792949770861511,0.29525334257899943,0.2330009130626248,0.4528401235519883,0.14472048067138638,0.45310455862732607
q16,0.9094744982747982,0.8662558906846382,0.9073458821367497,0.9142039419318866,0.9153488759018142,0.8662558906846382,0.8662558906846382,0.8662558906846382,0.8662558906846382,0.8662558906846382,0.873984911980354,0.8568169216005747,0.8721302683116542,0.8688322311165434,0.86417461591059,0.8688322311165434,0.8207709930526683,0.8688322311165434
q17,0.2807721888661444,0.2807721888661444,0.17714752793103522,0.2807721888661444,0.2807721888661444,0.1403860944330722,0.17714752793103522,0.17714752793103522,0.17714752793103522,0.17714752793103522,0.2807721888661444,0.1403860944330722,0.17714752793103522,0.12092199990360372,0.08857376396551761,0.12092199990360372,0.09359072962204813,0.17714752793103522
