q,bm25,tfidf,lsi_50,lsi_100,lsi_150,lsi_200,lsi_250,lsi_300,lsi_350,lsi_400,lda_50,lda_100,lda_150,lda_200,lda_250,lda_300,lda_350,lda_400
q0,0.6678028427366061,0.6160770542739763,0.5058585792377929,0.46850732328492506,0.49572576368095145,0.07900091021235217,0.08611143333202927,0.150340527135713,0.08671043596194047,0.11574764458407008,0.23252448829358102,0.1703607125896214,0.16994291889773216,0.44932597862845575,0.33819506735239213,0.28777450486674944,0.2624561106250419,0.3938451353030242
q1,0.925279347010806,0.8523971726985959,0.8867869005295375,0.887898871110215,0.8885835931182526,0.03570424856038615,0.03570424856038615,0.0,0.0,0.0,0.922187139213317,0.9069237335685971,0.9036193167236841,0.13870301847945993,0.13246566031082124,0.06831470905514149,0.0,0.0
q10,0.5488694169478001,0.4806554112086912,0.5497379570936598,0.5440259448171508,0.5003939889893589,0.20210423078845202,0.31805252096215936,0.2093765620504479,0.24955527243913025,0.21643356988673612,0.49057462138154073,0.4611721551996182,0.573237904795757,0.3014369904905642,0.3240677436196769,0.33147000193546766,0.2809506735648152,0.3574362992040429
q11,0.9380030538746488,0.8733578358518077,0.9174759625918559,0.9175149103860253,0.9181996323940629,0.0,0.0,0.0,0.0,0.0,0.922187139213317,0.9069237335685971,0.9036193167236841,0.09713910187556778,0.10253055155329747,0.0,0.0,0.0
q12,0.8492402365125203,0.8147688378829764,0.7859343879961437,0.8085596382022677,0.8327693925487898,0.17405620315952194,0.18307889630009233,0.18307889630009233,0.1800609207904539,0.1777033572252194,0.8928161712984662,0.9443751965506694,0.8971686853695351,0.11575054813527129,0.05248157752955023,0.10759240884161422,0.11112308764881437,0.13193808977920257
q13,0.6439756890407112,0.6776436318541562,0.6245730460745108,0.6754866712484997,0.6757698710734084,0.5406272276130667,0.5315108586640084,0.4855553564908065,0.47486582246858133,0.47757946750975516,0.4257516682635577,0.694262119246112,0.50902087932051,0.0,0.2996736146492448,0.05412644815108304,0.137127565725097,0.09717989346405087
q14,0.4374335250270467,0.46171919897974834,0.49752161403554873,0.48511769894550905,0.4911297531655812,0.07420118876624603,0.07062756531792305,0.07880424445579613,0.07420118876624603,0.07231076846360725,0.22300696706996737,0.3554066195439711,0.3310093808953664,0.15385092002690715,0.2825102612716922,0.0,0.07231076846360725,0.1006321854967419
q15,0.7422329748991158,0.6299006437187962,0.792949770861511,0.7753926834409677,0.7753926834409677,0.15673372916188447,0.2618022214016215,0.16066098442405868,0.1862521280390903,0.3634033513413009,0.18416011984545438,0.7753926834409677,0.792949770861511,0.29525334257899943,0.2330009130626248,0.4528401235519883,0.14472048067138638,0.4603135832450421
q16,0.9094744982747982,0.8662558906846382,0.8398301012527155,0.7270148967771176,0.8927162222327807,0.1341884028540998,0.1341884028540998,0.1341884028540998,0.1341884028540998,0.1341884028540998,0.617054688767603,0.6084035653546591,0.6461714199427786,0.39111485944990493,0.3411874980343944,0.3793757568541055,0.4586868660831216,0.398390652695356
q17,0.979091071710568,0.632059423503931,0.5753911771228887,0.607921710023465,0.607921710023465,0.6114580481275002,0.6890361647914872,0.6276548447721826,0.6937511206567342,0.6310143315596392,0.6615574493464605,0.5068117195235158,0.5005509165336851,0.5650960153728207,0.28589963888257824,0.649097747709228,0.4832624746032067,0.40303549607360956
q18,0.9502344167898356,1.0,0.4896242229937111,0.6098717386602533,0.6098717386602533,0.5729153638972218,0.4300906624220766,0.37454778563698127,0.3730157416128459,0.28303702944077896,0.7055327815530771,0.19027819585394518,0.6331585822937205,0.5895368333413218,0.10987173866025332,0.5895368333413218,0.12669792223864473,0.621510373106486
q19,0.3333333333333333,0.3333333333333333,0.10515495892857625,0.3333333333333333,0.3333333333333333,0.1289509357448472,0.1111111111111111,0.09007938480910659,0.09635494210596263,0.10515495892857625,0.08531934160327183,0.16666666666666666,0.3333333333333333,0.10034333188799373,0.3333333333333333,0.0,0.11873572903600739,0.10034333188799373
q2,0.9393623527058941,0.9140205862212605,0.9105180158526366,0.9269023895097354,0.9228452597389849,0.09276772637642174,0.11563816934150636,0.12581140976548302,0.19849089590701693,0.24203562962916028,0.9297982981401451,0.9443751965506694,0.929863174759792,0.22369595822138374,0.23204743120508808,0.09957524647171857,0.20183836112574546,0.12421459246000133
q20,0.582408660638962,0.40702672779456006,0.5379067369107451,0.6036709359790469,0.44142628212814555,0.34168392901954836,0.4698707896378914,0.40145962069171026,0.4426717701859748,0.3892976795935251,0.4420330118375771,0.20251017970356047,0.5670599685092303,0.49502833725631584,0.38820634402933574,0.31862361017630497,0.3010529278320159,0.301669640823296
q21,0.4383293622889906,0.877359050277773,0.8924373961058821,0.8715895774105364,0.8698556287331652,0.0,0.0,0.0,0.014808019637905097,0.0,0.922187139213317,0.9069237335685971,0.9036193167236841,0.0,0.0,0.0,0.0,0.0
q22,0.34871037154599677,0.37260951803919856,0.5435467215816273,0.6110924365302783,0.5846145161542926,0.34899616144673157,0.3590364325927161,0.2777073212198535,0.3392315913007629,0.3463591299151528,0.11746653574508215,0.16015819785847213,0.210352063154162,0.27853531883388233,0.28828666494654687,0.3134428147212225,0.4948796357500698,0.1524645083927566
q23,0.6231801794372901,0.5651408525102642,0.6676923272911647,0.6704056607676137,0.6736184837447078,0.5288873204601605,0.6426133590030849,0.46568531424257625,0.46197825796102565,0.43155714761381203,0.6352279344309897,0.44981104981721987,0.44611420484988684,0.1798041687895469,0.4571128395055518,0.046022319895943097,0.1798041687895469,0.412789891686629
q24,0.4463185249460441,0.3721173361797981,0.39339508440874155,0.316700167556478,0.460289431403885,0.06774948258637177,0.06911628857408117,0.07880424445579613,0.07062756531792305,0.06911628857408117,0.18975425025952034,0.32955820740181735,0.31949926016140295,0.14639048202864094,0.17824412952555682,0.0,0.0,0.0
q25,0.792949770861511,0.7422329748991158,0.792949770861511,0.792949770861511,0.792949770861511,0.12663167705327652,0.264832560322666,0.22397682295069696,0.3152243709874015,0.2537950703041195,0.12444523885963596,0.7753926834409677,0.792949770861511,0.3395120012478286,0.2330009130626248,0.6103324427749249,0.2360312519836693,0.4778706706655854
q26,0.829167710506945,0.8621349569741285,0.8233571813556688,0.735852095444212,0.8927162222327807,0.19334719579507054,0.09612247612775028,0.20017640631384626,0.11721358024638452,0.14681420618264002,0.617054688767603,0.49893329747775944,0.7292607205964858,0.21380392623452982,0.1571668379898032,0.07380995738846283,0.21887157055229925,0.1571668379898032
q27,0.8987278302026704,0.8766825657968945,0.8198532696728092,0.8272656696288417,0.8272656696288417,0.42900379320709325,0.5371720061609648,0.39437303298576804,0.4008700094398756,0.38424785750065477,0.4211582832992166,0.45883991112172556,0.39701814416239134,0.24322110090360072,0.5104460215114035,0.22745787939987688,0.5010632443036394,0.28812734745048474
q28,0.3956177320276912,0.2811981070812873,0.4469589626846306,0.4763821274670295,0.4657431747635733,0.42598713197043514,0.4222800732509739,0.329289927168162,0.4751172083949178,0.38009376671593426,0.7055327815530771,0.19027819585394518,0.6331585822937205,0.7552983647632414,0.09115122372332014,0.5918014414334715,0.10987173866025332,0.621510373106486
q29,0.3333333333333333,0.3333333333333333,0.10515495892857625,0.3333333333333333,0.3333333333333333,0.09007938480910659,0.09298098188370996,0.08531934160327183,0.09298098188370996,0.09635494210596263,0.08754984501239786,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.14355885269113103
q3,0.8724016151531254,0.6896050729235519,0.5306740287252356,0.5535824552661754,0.5168742812481614,0.5785307558569732,0.5744179415920017,0.5744179415920017,0.6089702538173503,0.5961344063213955,0.34366280201872446,0.6820173517604111,0.49389428396980745,0.10395012164476514,0.4060732047496615,0.14985566359536717,0.3437739635027319,0.16845939259172335
q4,0.22377518219760098,0.18377022358529171,0.4901811852093181,0.47828769420698636,0.48360642220166716,0.0,0.06911628857408117,0.0,0.0,0.0,0.24309661283390852,0.37315799760627505,0.30496269879824983,0.0,0.03325271681044706,0.0,0.17450784744629314,0.0
q5,0.792949770861511,0.7135769373515951,0.792949770861511,0.792949770861511,0.792949770861511,0.1255604975134328,0.19659602701396536,0.13040243827867612,0.13396186454660536,0.28706708481166604,0.11822007331783538,0.7753926834409677,0.792949770861511,0.13260704290081554,0.12917713103743825,0.20430173877218244,0.12806187238364142,0.20647573673914635
q6,0.8018930548845413,0.8621349569741285,0.8237248669161182,0.735852095444212,0.8927162222327807,0.0909697952639397,0.04548489763196985,0.22824098325993214,0.23099095990746887,0.04806123806387514,0.617054688767603,0.6084035653546591,0.6461714199427786,0.34496477009861726,0.2614642795125666,0.3185641669442471,0.43311193306728507,0.139526098985672
q7,0.9726687297184445,0.7686205901665234,0.6862001279738804,0.7139904342441062,0.7204127762362298,0.6424536392082932,0.6897774695467379,0.715031261418643,0.7220497459902124,0.7199190727135747,0.6615574493464605,0.4972741922868593,0.39701814416239134,0.41555953296851916,0.3505731198819126,0.23397682405512032,0.487425427852226,0.3470393334191538
q8,0.8574755832030019,0.8955796649110442,0.6182017362217522,0.5998314510984757,0.5972880497711333,0.39394396890440164,0.37454778563698127,0.23041557315815925,0.2196880683214566,0.2196880683214566,0.7055327815530771,0.19027819585394518,0.64981571682168,0.4510324083234702,0.33708722402437724,0.4369881652028276,0.20254728912511794,0.5248827916050821
q9,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.10515495892857625,0.11873572903600739,0.08531934160327183,0.10515495892857625,0.10515495892857625,0.08531934160327183,0.16666666666666666,0.3333333333333333,0.10034333188799373,0.08754984501239786,0.0,0.14355885269113103,0.1111111111111111
